CLASS,SECTION,CATEGORY,CATEGORY,SUBJECT,TOPIC,OP - DESCRIPTER,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,3. MORAL CONDITIONS,3. MORAL CONDITIONS,942. disinterestedness,942. DISINTERESTEDNESS,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,3. MORAL CONDITIONS,3. MORAL CONDITIONS,943. selfishness,943. SELFISHNESS,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,3. MORAL CONDITIONS,3. MORAL CONDITIONS,944. virtue,944. VIRTUE,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,3. MORAL CONDITIONS,3. MORAL CONDITIONS,945. vice,945. VICE,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,3. MORAL CONDITIONS,3. MORAL CONDITIONS,946. innocence,946. INNOCENCE,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,3. MORAL CONDITIONS,3. MORAL CONDITIONS,947. guilt,947. GUILT,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,3. MORAL CONDITIONS,3. MORAL CONDITIONS,948. good man,948. GOOD MAN,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,3. MORAL CONDITIONS,3. MORAL CONDITIONS,949. bad man,949. BAD MAN,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,3. MORAL CONDITIONS,3. MORAL CONDITIONS,950. penitence,950. PENITENCE,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,3. MORAL CONDITIONS,3. MORAL CONDITIONS,951. impenitence,951. IMPENITENCE,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,3. MORAL CONDITIONS,3. MORAL CONDITIONS,952. atonement,952. ATONEMENT,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,4. MORAL PRACTICE,4. MORAL PRACTICE,953. temperance,953. TEMPERANCE,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,4. MORAL PRACTICE,4. MORAL PRACTICE,954. intemperance,954. INTEMPERANCE,954a. sensualist,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,4. MORAL PRACTICE,4. MORAL PRACTICE,955. asceticism,955. ASCETICISM,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,4. MORAL PRACTICE,4. MORAL PRACTICE,956. fasting,956. FASTING,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,4. MORAL PRACTICE,4. MORAL PRACTICE,957. gluttony,957. GLUTTONY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,4. MORAL PRACTICE,4. MORAL PRACTICE,958. sobriety,958. SOBRIETY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,4. MORAL PRACTICE,4. MORAL PRACTICE,959. drunkenness,959. DRUNKENNESS,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,4. MORAL PRACTICE,4. MORAL PRACTICE,960. purity,960. PURITY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,4. MORAL PRACTICE,4. MORAL PRACTICE,961. impurity,961. IMPURITY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,4. MORAL PRACTICE,4. MORAL PRACTICE,962. libertine,962. LIBERTINE,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,5. INSTITUTIONS,5. INSTITUTIONS,963. legality,963. LEGALITY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,5. INSTITUTIONS,5. INSTITUTIONS,964. illegality,964. ILLEGALITY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,5. INSTITUTIONS,5. INSTITUTIONS,965. jurisdiction,965. JURISDICTION,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,5. INSTITUTIONS,5. INSTITUTIONS,966. tribunal,966. TRIBUNAL,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,5. INSTITUTIONS,5. INSTITUTIONS,967. judge,967. JUDGE,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,5. INSTITUTIONS,5. INSTITUTIONS,968. lawyer,968. LAWYER,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,5. INSTITUTIONS,5. INSTITUTIONS,969. lawsuit,969. LAWSUIT,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,5. INSTITUTIONS,5. INSTITUTIONS,970. acquittal,970. ACQUITTAL,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,5. INSTITUTIONS,5. INSTITUTIONS,971. condemnation,971. CONDEMNATION,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,5. INSTITUTIONS,5. INSTITUTIONS,972. punishment,972. PUNISHMENT,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,5. INSTITUTIONS,5. INSTITUTIONS,973. reward,973. REWARD,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,5. INSTITUTIONS,5. INSTITUTIONS,974. penalty,974. PENALTY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION IV. MORAL AFFECTIONS,5. INSTITUTIONS,5. INSTITUTIONS,975. scourge,975. SCOURGE,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,1. SUPERHUMAN BEINGS AND REGIONS,1. SUPERHUMAN BEINGS AND REGIONS,976. deity,976. DEITY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,1. SUPERHUMAN BEINGS AND REGIONS,1. SUPERHUMAN BEINGS AND REGIONS,977. angel,977. ANGEL,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,1. SUPERHUMAN BEINGS AND REGIONS,1. SUPERHUMAN BEINGS AND REGIONS,978. satan,978. SATAN,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,1. SUPERHUMAN BEINGS AND REGIONS,1. SUPERHUMAN BEINGS AND REGIONS,979. Jupiter,979. JUPITER,Mythological and other fabulous Deities and Powers,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,1. SUPERHUMAN BEINGS AND REGIONS,1. SUPERHUMAN BEINGS AND REGIONS,980. demon,980. DEMON,Mythological and other fabulous Deities and Powers,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,1. SUPERHUMAN BEINGS AND REGIONS,1. SUPERHUMAN BEINGS AND REGIONS,981. heaven,981. HEAVEN,Mythological and other fabulous Deities and Powers,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,1. SUPERHUMAN BEINGS AND REGIONS,1. SUPERHUMAN BEINGS AND REGIONS,982. hell,982. HELL,Mythological and other fabulous Deities and Powers,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,2. RELIGIOUS DOCTRINES,2. RELIGIOUS DOCTRINES,983. theology,983. THEOLOGY,983a. orthodoxy,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,2. RELIGIOUS DOCTRINES,2. RELIGIOUS DOCTRINES,984. heterodoxy,984. HETERODOXY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,2. RELIGIOUS DOCTRINES,2. RELIGIOUS DOCTRINES,985. Judeo-Christian revelation,985. JUDEO-CHRISTIAN REVELATION,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,2. RELIGIOUS DOCTRINES,2. RELIGIOUS DOCTRINES,986. Non-Judeo-Christian revelation,986. NON-JUDEO-CHRISTIAN REVELATION,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,3. RELIGIOUS SENTIMENTS,3. RELIGIOUS SENTIMENTS,987. piety,987. PIETY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,3. RELIGIOUS SENTIMENTS,3. RELIGIOUS SENTIMENTS,988. impiety,988. IMPIETY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,3. RELIGIOUS SENTIMENTS,3. RELIGIOUS SENTIMENTS,989. irreligion,989. IRRELIGION,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,4. ACTS OF RELIGION,4. ACTS OF RELIGION,990. worship,990. WORSHIP,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,4. ACTS OF RELIGION,4. ACTS OF RELIGION,991. idolatry,991. IDOLATRY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,4. ACTS OF RELIGION,4. ACTS OF RELIGION,992. sorcery,992. SORCERY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,4. ACTS OF RELIGION,4. ACTS OF RELIGION,993. spell,993. SPELL,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,4. ACTS OF RELIGION,4. ACTS OF RELIGION,994. sorcerer,994. SORCERER,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,5. RELIGIOUS INSTITUTIONS,5. RELIGIOUS INSTITUTIONS,995. churchdom,995. CHURCHDOM,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,5. RELIGIOUS INSTITUTIONS,5. RELIGIOUS INSTITUTIONS,996. clergy,996. CLERGY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,5. RELIGIOUS INSTITUTIONS,5. RELIGIOUS INSTITUTIONS,997. laity,997. LAITY,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,5. RELIGIOUS INSTITUTIONS,5. RELIGIOUS INSTITUTIONS,998. rite,998. RITE,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,5. RELIGIOUS INSTITUTIONS,5. RELIGIOUS INSTITUTIONS,999. canonicals,999. CANONICALS,,,
AFFECTIONS - SENTIMENT AND MORAL POWERS,SECTION V. RELIGIOUS AFFECTIONS,5. RELIGIOUS INSTITUTIONS,5. RELIGIOUS INSTITUTIONS,1000. temple,1000. TEMPLE,,,
,V1,V2,V3,C4,C3,C2,C1,NOT
,Class 0,Class 0,Class 0,"Class 000 – Computer science, information & general works","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"000 Computer science, knowledge & systems","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"000 Computer science, information & general works","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,001 Knowledge,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"002 The book (writing, libraries, and book-related topics)","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,003 Systems,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,004 Data processing & computer science,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"005 Computer programming, programs & data","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,006 Special computer methods,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,007–009 [Unassigned],"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,010 Bibliographies,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,010 Bibliography,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,011 Bibliographies,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,012 Bibliographies of individuals,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,013 [Unassigned],"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,014 Bibliographies of anonymous & pseudonymous works,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,015 Bibliographies of works from specific places,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,016 Bibliographies of works on specific subjects,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,017 General subject catalogs,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"018 Catalogs arranged by author, date, etc.","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,019 Dictionary catalogs,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,020 Library & information sciences,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,020 Library & information sciences,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"021 Library relationships (with archives, information centers, etc.)","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,022 Administration of physical plant,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,023 Personnel management,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,024 [Unassigned],"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,025 Library operations,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,026 Libraries for specific subjects,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,027 General libraries,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,028 Reading & use of other information media,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,029 [Unassigned],"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,030 Encyclopedias & books of facts,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,030 General encyclopedic works,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,031 Encyclopedias in American English,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,032 Encyclopedias in English,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,033 Encyclopedias in other Germanic languages,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"034 Encyclopedias in French, Occitan, and Catalan","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"035 Encyclopedias in Italian, Romanian, and related languages","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,036 Encyclopedias in Spanish & Portuguese,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,037 Encyclopedias in Slavic languages,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,038 Encyclopedias in Scandinavian languages,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,039 Encyclopedias in other languages,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,040 Unassigned (formerly Biographies),"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"050 Magazines, journals & serials","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,050 General serial publications,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,051 Serials in American English,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,052 Serials in English,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,053 Serials in other Germanic languages,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"054 Serials in French, Occitan, and Catalan","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"055 Serials in Italian, Romanian, and related languages","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,056 Serials in Spanish & Portuguese,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,057 Serials in Slavic languages,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,058 Serials in Scandinavian languages,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,059 Serials in other languages,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"060 Associations, organizations & museums","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,060 General organizations & museum science,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,061 Organizations in North America,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,062 Organizations in British Isles; in England,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,063 Organizations in central Europe; in Germany,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,064 Organizations in France & Monaco,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,065 Organizations in Italy & adjacent islands,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,066 Organizations in Iberian peninsula & adjacent islands,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,067 Organizations in eastern Europe; in Russia,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,068 Organizations in other geographic areas,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,069 Museum science,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"070 News media, journalism & publishing","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"070 News media, journalism, and publishing","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,071 Newspapers in North America,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,072 Newspapers in British Isles; in England,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,073 Newspapers in central Europe; in Germany,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,074 Newspapers in France & Monaco,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,075 Newspapers in Italy & adjacent islands,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,076 Newspapers in Iberian peninsula & adjacent islands,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,077 Newspapers in eastern Europe; in Russia,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,078 Newspapers in Scandinavia,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,079 Newspapers in other geographic areas,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,080 Quotations,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,080 General collections,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,081 Collections in American English,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,082 Collections in English,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,083 Collections in other Germanic languages,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"084 Collections in French, Occitan, Catalan","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"085 Collections in Italian, Romanian, & related languages","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,086 Collections in Spanish & Portuguese,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,087 Collections in Slavic languages,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,088 Collections in Scandinavian languages,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,089 Collections in other languages,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,090 Manuscripts & rare books,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,090 Manuscripts and rare books,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,091 Manuscripts,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,092 Block books,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,093 Incunabula,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,094 Printed books,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,095 Books notable for bindings,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,096 Books notable for illustrations,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,097 Books notable for ownership or origin,"Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,"098 Prohibited works, forgeries, and hoaxes","Class 000 – Computer science, information & general works",,,
,Class 0,Class 0,Class 0,099 Books notable for format,"Class 000 – Computer science, information & general works",,,
,Class 100,Class 100,Class 100,100 Philosophy,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,100 Philosophy & psychology,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,101 Theory of philosophy,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,102 Miscellany,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,103 Dictionaries & encyclopedias,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,104 [Unassigned],Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,105 Serial publications,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,106 Organizations & management,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,"107 Education, research, related topics of philosophy",Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,108 Groups of people,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,109 History & collected biography,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,110 Metaphysics,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,110 Metaphysics,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,111 Ontology,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,112 No longer used—formerly Methodology,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,113 Cosmology (Philosophy of nature),Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,114 Space,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,115 Time,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,116 Change,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,117 Structure,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,118 Force and energy,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,119 Number and quantity,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,120 Epistemology,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,"120 Epistemology, causation, and humankind",Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,121 Epistemology (Theory of knowledge),Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,122 Causation,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,123 Determinism and indeterminism,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,124 Teleology,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,125 No longer used—formerly Infinity,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,126 The self,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,127 The unconscious & the subconscious,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,128 Humankind,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,129 Origin & destiny of individual souls,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,130 Parapsychology & occultism,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,130 Parapsychology & occultism,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,"131 Parapsychological and occult methods for achieving well-being, happiness, success",Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,132 No longer used—formerly Mental derangements,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,133 Specific topics in parapsychology & occultism,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,134 No longer used—formerly Mesmerism & Clairvoyance,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,135 Dreams & mysteries,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,136 No longer used—formerly Mental characteristics,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,137 Divinatory graphology,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,138 Physiognomy,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,139 Phrenology,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,140 Philosophical schools of thought,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,140 Specific philosophical schools and viewpoints,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,141 Idealism & related systems & doctrines,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,142 Critical philosophy,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,143 Bergsonism & intuitionism,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,144 Humanism & related systems & doctrines,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,145 Sensationalism,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,146 Naturalism & related systems & doctrines,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,147 Pantheism & related systems & doctrines,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,"148 Dogmatism, eclecticism, liberalism, syncretism, & traditionalism",Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,149 Other philosophical systems & doctrines,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,150 Psychology,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,150 Psychology,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,151 No longer used—formerly Intellect,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,"152 Sensory perception, movement, emotions, & physiological drives",Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,153 Conscious mental processes & intelligence,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,154 Subconscious & altered states & processes,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,155 Differential & developmental psychology,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,156 Comparative psychology,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,157 No longer used—formerly Emotions,Class 100 – Philosophy & psychology,,,
,Class 100,Class 100,Class 100,158 Applied psychology,Class 100 – Philosophy & psychology,,,
